[1] "### GROUPED_MEAN"
[1] "###  STEP 5 FINAL RESULT;  Small Dataset with Calculated Total Means for each person per activity per variable measurement "
[1] ""
[1] ""
    Person._ID           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tBodyAcc-std()-X
1            1             LAYING         0.2215982      -0.040513953       -0.11320355     -0.928056469
2            2             LAYING         0.2813734      -0.018158740       -0.10724561     -0.974059465
3            3             LAYING         0.2755169      -0.018955679       -0.10130048     -0.982776639
4            4             LAYING         0.2635592      -0.015003184       -0.11068815     -0.954193739
5            5             LAYING         0.2783343      -0.018304212       -0.10793760     -0.965934510
6            6             LAYING         0.2486565      -0.010252917       -0.13311957     -0.934049422
7            7             LAYING         0.2501767      -0.020441152       -0.10136104     -0.936513610
8            8             LAYING         0.2612543      -0.021228173       -0.10224537     -0.943041215
9            9             LAYING         0.2591955      -0.020526822       -0.10754972     -0.942333090
10          10             LAYING         0.2802306      -0.024294484       -0.11716864     -0.968283685
11          11             LAYING         0.2805930      -0.017659805       -0.10878658     -0.984777330
12          12             LAYING         0.2601134      -0.017520392       -0.10816013     -0.955318680
13          13             LAYING         0.2767164      -0.020440454       -0.10433186     -0.968891989
14          14             LAYING         0.2332754      -0.011342465       -0.08683333     -0.917501887
15          15             LAYING         0.2894757      -0.016629654       -0.11853024     -0.972255552
16          16             LAYING         0.2742272      -0.016610351       -0.10731049     -0.973691429
17          17             LAYING         0.2697801      -0.016846201       -0.10700628     -0.972960567
18          18             LAYING         0.2746916      -0.017393768       -0.10769893     -0.984527649
19          19             LAYING         0.2726537      -0.017142686       -0.10898146     -0.965019580
20          20             LAYING         0.2395079      -0.014440628       -0.10427432     -0.962249115
21          21             LAYING         0.2713255      -0.018423305       -0.10325383     -0.955019866
22          22             LAYING         0.2799597      -0.014262986       -0.11080092     -0.947735252
23          23             LAYING         0.2740380      -0.021655384       -0.10425678     -0.956756363
24          24             LAYING         0.2728505      -0.017355521       -0.10723624     -0.967984021
25          25             LAYING         0.2507918      -0.018894366       -0.10042883     -0.909116474
26          26             LAYING         0.2716459      -0.019189573       -0.10500254     -0.969445445
27          27             LAYING         0.2741025      -0.017986761       -0.10769973     -0.978455153
28          28             LAYING         0.2759135      -0.016753786       -0.10834485     -0.968888295
29          29             LAYING         0.2872952      -0.017196548       -0.10946207     -0.984219556
30          30             LAYING         0.2810339      -0.019449410       -0.10365815     -0.976362515
31           1            SITTING         0.2612376      -0.001308288       -0.10454418     -0.977229008
32           2            SITTING         0.2770874      -0.015687994       -0.10921827     -0.986822280
33           3            SITTING         0.2571976      -0.003502998       -0.09835792     -0.971010121
34           4            SITTING         0.2715383      -0.007163065       -0.10587460     -0.980309931
35           5            SITTING         0.2736941      -0.009900835       -0.10854030     -0.980945022
36           6            SITTING         0.2767785      -0.014591162       -0.11012773     -0.980164934
37           7            SITTING         0.2846746      -0.014610976       -0.12246460     -0.972668375
38           8            SITTING         0.2674915      -0.006725506       -0.10446105     -0.979026152
39           9            SITTING         0.2483267      -0.027016777       -0.07537847     -0.957227791
40          10            SITTING         0.2706121      -0.015042682       -0.10425324     -0.982901826
41          11            SITTING         0.2765902      -0.014919562       -0.11284022     -0.982796562
42          12            SITTING         0.2750072      -0.015789299       -0.10630723     -0.982568782
43          13            SITTING         0.2743285      -0.005877329       -0.09724651     -0.989546275
44          14            SITTING         0.2799906      -0.008705655       -0.10040149     -0.976302248
45          15            SITTING         0.2729034      -0.011718847       -0.11366125     -0.987084356
46          16            SITTING         0.2807686      -0.010249794       -0.08914040     -0.986825605
47          17            SITTING         0.2773570      -0.014156274       -0.11362409     -0.994443905
48          18            SITTING         0.2772700      -0.012869128       -0.11190478     -0.994347989
49          19            SITTING         0.2738303      -0.016739260       -0.10870765     -0.976357663
50          20            SITTING         0.2780454      -0.014722931       -0.10836963     -0.983081859
51          21            SITTING         0.2775396      -0.014400971       -0.11205789     -0.991777287
52          22            SITTING         0.2735838      -0.012346845       -0.10582737     -0.978466824
53          23            SITTING         0.2733513      -0.013394502       -0.10380868     -0.987607637
54          24            SITTING         0.2734757      -0.013125510       -0.10304106     -0.990593767
55          25            SITTING         0.2785415      -0.014769681       -0.10916044     -0.991892829
56          26            SITTING         0.2582435      -0.007133645       -0.09744487     -0.979768988
57          27            SITTING         0.2739413      -0.015526980       -0.10552191     -0.988580108
58          28            SITTING         0.2769776      -0.018540444       -0.11151794     -0.983272807
59          29            SITTING         0.2771800      -0.016630680       -0.11041182     -0.990745020
60          30            SITTING         0.2683361      -0.008047313       -0.09951545     -0.983622744
61           1           STANDING         0.2789176      -0.016137590       -0.11060182     -0.995759902
62           2           STANDING         0.2779115      -0.018420827       -0.10590854     -0.987271889
63           3           STANDING         0.2800465      -0.014337656       -0.10162172     -0.966742543
64           4           STANDING         0.2804997      -0.009489111       -0.09615749     -0.976920580
65           5           STANDING         0.2825444      -0.007004186       -0.10217110     -0.968591816
66           6           STANDING         0.2803462      -0.018123633       -0.11217283     -0.981758160
67           7           STANDING         0.2827235      -0.014574034       -0.09977783     -0.979307570
68           8           STANDING         0.2796210      -0.014811307       -0.10611500     -0.988815418
69           9           STANDING         0.2823101      -0.020045495       -0.09527475     -0.975741252
70          10           STANDING         0.2766503      -0.015541860       -0.10796408     -0.978403482
71          11           STANDING         0.2777156      -0.017199089       -0.10868663     -0.994978879
72          12           STANDING         0.2774058      -0.016900254       -0.10552700     -0.981243992
73          13           STANDING         0.2777584      -0.016789199       -0.11212414     -0.991020759
74          14           STANDING         0.2805456      -0.015207813       -0.10381770     -0.973268905
75          15           STANDING         0.2789158      -0.018351636       -0.10591083     -0.988949247
76          16           STANDING         0.2834974      -0.016599967       -0.10365773     -0.989076812
77          17           STANDING         0.2779425      -0.017412006       -0.11143215     -0.991163920
78          18           STANDING         0.2784588      -0.016635352       -0.10845336     -0.992019763
79          19           STANDING         0.2781723      -0.015424406       -0.10904190     -0.989910997
80          20           STANDING         0.2780769      -0.018069505       -0.10040276     -0.967209961
81          21           STANDING         0.2769522      -0.016708473       -0.11041786     -0.981419961
82          22           STANDING         0.2790539      -0.015856321       -0.10496742     -0.985000527
83          23           STANDING         0.2778993      -0.017747555       -0.11059702     -0.985421520
84          24           STANDING         0.2803489      -0.014478534       -0.10822255     -0.987255871
85          25           STANDING         0.2780137      -0.016356973       -0.10735296     -0.991970127
86          26           STANDING         0.2811270      -0.016660831       -0.11023780     -0.993069369
87          27           STANDING         0.2795669      -0.016593236       -0.10783582     -0.991951584
88          28           STANDING         0.2777951      -0.017263512       -0.10657939     -0.977748639
89          29           STANDING         0.2779651      -0.017260587       -0.10865907     -0.996068635
90          30           STANDING         0.2771127      -0.017016389       -0.10875621     -0.977559427
91           1            WALKING         0.2773308      -0.017383819       -0.11114810     -0.283740259
92           2            WALKING         0.2764266      -0.018594920       -0.10550036     -0.423642838
93           3            WALKING         0.2755675      -0.017176784       -0.11267486     -0.360356726
94           4            WALKING         0.2785820      -0.014839948       -0.11140306     -0.440829971
95           5            WALKING         0.2778423      -0.017285032       -0.10774178     -0.294098534
96           6            WALKING         0.2836589      -0.016895419       -0.11030317     -0.296538717
97           7            WALKING         0.2755930      -0.018653665       -0.11091223     -0.327243241
98           8            WALKING         0.2746863      -0.018662887       -0.10725209     -0.173605736
99           9            WALKING         0.2785028      -0.018089197       -0.11082051     -0.238353563
100         10            WALKING         0.2785741      -0.017022351       -0.10905751     -0.178709734
101         11            WALKING         0.2718219      -0.016647583       -0.10609630     -0.422842072
102         12            WALKING         0.2771287      -0.015560928       -0.10316111     -0.128898533
103         13            WALKING         0.2758831      -0.018566065       -0.11143146     -0.346980394
104         14            WALKING         0.2719596      -0.021778538       -0.10675637     -0.402639098
105         15            WALKING         0.2738992      -0.017080974       -0.10762182     -0.327961801
106         16            WALKING         0.2760236      -0.020428693       -0.10880405     -0.404692524
107         17            WALKING         0.2723419      -0.018487540       -0.10979212     -0.319500173
108         18            WALKING         0.2738878      -0.017802363       -0.10421832     -0.376005521
109         19            WALKING         0.2739312      -0.019177359       -0.12273667     -0.048904941
110         20            WALKING         0.2725893      -0.021199992       -0.11353948     -0.208342792
111         21            WALKING         0.2791835      -0.018161032       -0.10431933     -0.297814844
112         22            WALKING         0.2788646      -0.016721361       -0.10711251     -0.008659219
113         23            WALKING         0.2732119      -0.018361871       -0.11338299     -0.313521773
114         24            WALKING         0.2769808      -0.022544640       -0.11059595     -0.470762366
115         25            WALKING         0.2789928      -0.018647762       -0.10873764     -0.596007444
116         26            WALKING         0.2792644      -0.015425959       -0.10892701     -0.340185528
117         27            WALKING         0.2768495      -0.016647878       -0.11282229     -0.348475561
118         28            WALKING         0.2812282      -0.015675972       -0.10371471     -0.293003522
119         29            WALKING         0.2719999      -0.016291560       -0.10663243     -0.174337940
120         30            WALKING         0.2764068      -0.017588039       -0.09862471     -0.346394275
121          1 WALKING_DOWNSTAIRS         0.2891883      -0.009918505       -0.10756619      0.030035338
122          2 WALKING_DOWNSTAIRS         0.2776153      -0.022661416       -0.11681294      0.046366681
123          3 WALKING_DOWNSTAIRS         0.2924235      -0.019355408       -0.11613984     -0.057410048
124          4 WALKING_DOWNSTAIRS         0.2799653      -0.009802009       -0.10677752      0.011193550
125          5 WALKING_DOWNSTAIRS         0.2935439      -0.008501075       -0.10031993      0.275046110
126          6 WALKING_DOWNSTAIRS         0.2770453      -0.019536840       -0.10720936      0.383681640
127          7 WALKING_DOWNSTAIRS         0.2803071      -0.016633237       -0.09693831      0.066081560
128          8 WALKING_DOWNSTAIRS         0.2834841      -0.021105867       -0.10759814      0.024139347
129          9 WALKING_DOWNSTAIRS         0.2959234      -0.020399427       -0.09102788      0.213392271
130         10 WALKING_DOWNSTAIRS         0.2904016      -0.020005077       -0.11084860      0.295733548
131         11 WALKING_DOWNSTAIRS         0.2916056      -0.017809772       -0.11107015      0.142456557
132         12 WALKING_DOWNSTAIRS         0.2815211      -0.018084267       -0.10955593      0.042408492
133         13 WALKING_DOWNSTAIRS         0.2949076      -0.014372384       -0.10199394     -0.068156363
134         14 WALKING_DOWNSTAIRS         0.2934221      -0.020014141       -0.09283302      0.017831340
135         15 WALKING_DOWNSTAIRS         0.2801989      -0.005630478       -0.11052607      0.406471051
